_id,plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
1113,sensor,-0.2,-0.64,0.23,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1114,sensor,-0.08,-0.43,0.4,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1115,sensor,-0.48,-0.74,-0.1,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1116,sensor,-1.39,-2.01,-0.85,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1117,sensor,-0.33,-0.6,-0.05,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1118,sensor,-0.53,-0.92,-0.24,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1119,sensor,-0.44,-0.84,-0.13,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1120,sensor,-0.65,-1.1,-0.17,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1121,sensor,-0.65,-1.11,-0.33,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1122,sensor,-0.68,-1.03,-0.16,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1123,sensor,-0.6,-0.94,-0.24,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1124,sensor,-0.54,-0.87,-0.24,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1125,sensor,-0.48,-0.9,-0.2,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1126,sensor,-0.47,-0.82,-0.21,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1127,sensor,-0.65,-0.88,-0.28,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1128,sensor,-0.47,-0.94,-0.11,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1129,sensor,-0.47,-0.74,-0.1,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
1130,nsrdb,-0.33,-0.73,0.05,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1131,nsrdb,-0.74,-1.22,-0.38,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1132,nsrdb,-0.45,-0.87,-0.08,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1133,nsrdb,-0.33,-0.62,0.02,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1134,nsrdb,-0.73,-1.07,-0.44,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1135,nsrdb,-0.48,-0.82,-0.14,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1136,sensor,-0.51,-0.95,0.32,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1137,sensor,-0.54,-1.13,0.32,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1138,sensor,0.41,-0.27,1.18,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1139,sensor,-0.32,-1.22,0.18,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1140,sensor,-0.34,-1.14,0.18,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1141,sensor,-1.47,-2.07,-0.54,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1142,sensor,-0.85,-1.32,-0.1,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1143,sensor,-0.39,-1.05,0.23,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1144,sensor,-0.36,-1.07,0.25,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1145,sensor,-1.37,-2.19,-0.84,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1146,sensor,-1.42,-2.17,-0.47,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1147,sensor,0.82,-0.04,1.83,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1148,clearsky,-0.99,-2.74,0.15,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1149,clearsky,-0.09,-0.96,0.8,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1150,clearsky,-2.63,-3.79,-1.18,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1151,clearsky,-0.91,-1.8,0.41,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1152,clearsky,-0.55,-1.26,0.41,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1153,clearsky,-1.26,-2.17,-0.24,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1154,clearsky,-2.66,-3.93,-1.26,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1155,clearsky,-1.38,-2.75,-0.49,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1156,clearsky,-1.36,-2.83,-0.17,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1157,clearsky,-1.81,-2.8,-0.28,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1158,clearsky,-1.32,-2.75,0.25,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
1159,sensor,-0.04,-0.79,0.59,2,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1160,nsrdb,-2.3,-3.28,-0.9,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1161,nsrdb,-1.47,-2.08,-0.77,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1162,nsrdb,-1.22,-2.02,-0.47,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1163,nsrdb,-1.14,-2,-0.52,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1164,nsrdb,-0.83,-1.76,0.17,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1165,nsrdb,-0.66,-1.65,0.17,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1166,sensor,-2.17,-2.57,-1.59,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1167,sensor,-1.81,-2.35,-1.34,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1168,nsrdb,-1.44,-2.14,-0.32,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1169,nsrdb,-0.65,-1.61,0.35,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1170,nsrdb,-3.09,-4.15,-2.34,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1171,nsrdb,-1.27,-2.14,-0.3,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1172,nsrdb,-0.29,-1.49,1.29,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1173,nsrdb,-0.63,-1.65,0.44,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1174,nsrdb,-0.77,-1.57,0.15,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1175,nsrdb,-1.04,-2.03,-0.33,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1176,nsrdb,-0.72,-1.34,0.43,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1177,nsrdb,-1.34,-1.83,-0.49,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1178,nsrdb,-1.28,-1.99,-0.7,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1179,nsrdb,-1.26,-2.14,-0.22,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1180,nsrdb,-1.07,-1.88,-0.37,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1181,nsrdb,-0.35,-1.27,0.15,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1182,nsrdb,-0.69,-1.69,0.33,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1183,nsrdb,-0.56,-1.48,0.14,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1184,nsrdb,-2.29,-3.56,-1.42,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
1185,sensor,-0.03,-0.63,0.53,7,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1186,sensor,0.08,-0.53,0.65,7,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1187,sensor,-0.42,-0.69,-0.05,7,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
1188,sensor,0.32,-0.34,1.04,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
1189,nsrdb,-0.31,-0.63,0.01,7,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1190,nsrdb,-1.17,-1.56,-0.75,7,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1191,nsrdb,-1.42,-1.82,-1.06,7,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1192,nsrdb,-0.59,-1.04,-0.14,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1193,nsrdb,-1.43,-1.95,-0.91,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1194,nsrdb,-0.73,-1.2,-0.21,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1195,nsrdb,-0.9,-1.53,-0.16,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1196,nsrdb,-0.45,-0.92,-0.03,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1197,nsrdb,-0.56,-0.97,-0.05,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1198,sensor,-0.34,-0.82,0.14,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1199,sensor,0.02,-0.78,1.05,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1200,sensor,-0.62,-1.04,-0.28,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1201,sensor,-1.24,-1.79,-0.79,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1202,sensor,-1.95,-2.37,-1.38,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1203,sensor,-0.27,-0.5,0.02,8,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
1204,nsrdb,0.31,-0.43,1,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1205,nsrdb,-0.48,-1.12,0.45,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1206,nsrdb,-0.35,-1.03,0.25,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1207,nsrdb,-0.39,-1.09,0.14,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1208,nsrdb,-0.62,-1.28,0.16,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1209,nsrdb,-3.51,-4.58,-2.39,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1210,nsrdb,-0.77,-1.37,0.15,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1211,nsrdb,-0.15,-1.09,0.65,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1212,nsrdb,-0.71,-1.2,0.49,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1213,nsrdb,-0.13,-1.13,0.77,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
1214,nsrdb,-0.69,-1.21,-0.38,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1215,nsrdb,-0.36,-0.68,0.2,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1216,nsrdb,-0.63,-1.1,-0.1,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1217,nsrdb,-0.71,-1.03,-0.41,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1218,nsrdb,-0.92,-1.26,-0.47,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1219,sensor,-2.51,-2.73,-2.18,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1220,sensor,-1.91,-2.44,-1.48,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1221,sensor,-2,-2.58,-1.47,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1222,sensor,-2.39,-2.63,-1.97,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1223,sensor,-2.22,-2.48,-1.77,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1224,sensor,-2.38,-2.65,-1.98,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
1225,sensor,0.06,-0.29,0.4,4,0.5-2 MW,T4,mono-Si,Al-BSF,Roof,FALSE
1226,sensor,0.1,-0.33,0.49,4,0.5-2 MW,T4,mono-Si,Al-BSF,Roof,FALSE
1227,sensor,0.55,0.26,0.89,4,0.5-2 MW,T4,mono-Si,Al-BSF,Roof,FALSE
1228,sensor,-1.66,-1.94,-1.2,2,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
1229,sensor,-1.88,-2.19,-1.58,2,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
1230,sensor,-1.6,-2,-1.14,2,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
1231,nsrdb,-0.35,-3,1.64,3,> 2 MW,T3,mono-Si,n-PERT,Ground,FALSE
1232,nsrdb,-1.92,-3.01,-0.77,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1233,nsrdb,-1.56,-2.72,-0.14,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1234,nsrdb,-2.23,-3.63,-1.15,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1235,nsrdb,-1.6,-2.88,-0.41,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1236,nsrdb,-1.63,-2.78,-0.46,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1237,nsrdb,-1.52,-3.03,-0.49,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1238,nsrdb,-1.69,-2.71,-0.53,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1239,nsrdb,-1.82,-2.98,-0.52,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1240,nsrdb,-1.49,-2.68,-0.6,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1241,nsrdb,-1.37,-2.54,-0.36,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
1242,sensor,-0.85,-1.26,-0.52,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1243,sensor,-1.17,-1.42,-0.86,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1244,sensor,-1.01,-1.23,-0.77,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1245,sensor,-1.03,-1.35,-0.76,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1246,sensor,-1.02,-1.34,-0.83,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1247,sensor,-1.06,-1.37,-0.79,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1248,sensor,-1.85,-2.18,-1.57,4,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
1249,sensor,0.31,0.04,0.64,7,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1250,sensor,-0.63,-0.83,-0.25,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1251,sensor,-0.33,-0.52,-0.17,7,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1252,sensor,-1.66,-2.15,-1.31,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
1253,nsrdb,-0.77,-1.34,-0.03,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
1254,nsrdb,-0.65,-0.89,-0.34,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1255,nsrdb,-0.79,-1.06,-0.49,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1256,sensor,0.24,-0.07,0.51,8,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
1257,sensor,0.52,0.13,0.83,8,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
1258,sensor,-0.42,-0.59,-0.31,6,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
1259,sensor,-0.79,-0.96,-0.64,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
1260,sensor,-1.45,-1.86,-0.99,"","","","","","",""
1261,sensor,-0.96,-1.47,-0.5,"","","","","","",""
1262,sensor,-1.48,-2.02,-0.88,"","","","","","",""
1263,sensor,-0.72,-1.13,-0.23,"","","","","","",""
1264,sensor,-1.23,-1.87,-0.62,"","","","","","",""
1265,sensor,-1.12,-1.65,-0.57,"","","","","","",""
1266,sensor,-1.49,-1.96,-0.87,"","","","","","",""
1267,sensor,-2.64,-3.16,-2.11,"","","","","","",""
1268,sensor,-0.93,-1.37,-0.35,"","","","","","",""
1269,sensor,-1.03,-1.66,-0.53,"","","","","","",""
1270,sensor,-2.35,-2.96,-1.69,"","","","","","",""
1271,sensor,-1.4,-1.86,-0.86,"","","","","","",""
1272,sensor,-1.5,-1.95,-1.1,"","","","","","",""
1273,sensor,-0.8,-1.38,-0.26,"","","","","","",""
1274,sensor,-1.56,-2.12,-0.94,"","","","","","",""
1275,sensor,-1.23,-1.7,-0.66,"","","","","","",""
1276,sensor,-1.26,-1.58,-0.65,"","","","","","",""
1277,sensor,-1.04,-1.58,-0.58,"","","","","","",""
1278,sensor,-1.33,-1.84,-0.95,"","","","","","",""
1279,sensor,-0.81,-1.37,-0.27,"","","","","","",""
1280,sensor,-1.01,-1.52,-0.53,"","","","","","",""
1281,sensor,-1.83,-2.57,-1.29,"","","","","","",""
1282,sensor,-1.41,-2.08,-0.73,"","","","","","",""
1283,sensor,-0.79,-1.35,-0.25,"","","","","","",""
1284,sensor,-1.46,-2.13,-0.89,"","","","","","",""
1285,sensor,-1.24,-1.78,-0.64,"","","","","","",""
1286,sensor,-0.58,-1.19,-0.13,"","","","","","",""
1287,sensor,-1.55,-2.15,-0.95,"","","","","","",""
1288,sensor,-1.4,-1.98,-0.76,"","","","","","",""
1289,sensor,-0.91,-1.37,-0.47,"","","","","","",""
1290,sensor,-1.1,-1.63,-0.47,"","","","","","",""
1291,sensor,-1.13,-1.75,-0.58,"","","","","","",""
1292,sensor,-0.77,-1.23,-0.32,"","","","","","",""
1293,sensor,-1.1,-1.67,-0.56,"","","","","","",""
1294,sensor,-1.13,-1.6,-0.5,"","","","","","",""
1295,sensor,0.25,-0.4,0.79,"","","","","","",""
1296,sensor,-1.12,-1.61,-0.65,"","","","","","",""
1297,sensor,-1.4,-2.06,-0.89,"","","","","","",""
1298,sensor,-0.77,-1.1,-0.28,"","","","","","",""
1299,sensor,-1.66,-2.32,-1.32,"","","","","","",""
1300,sensor,-0.94,-1.37,-0.51,"","","","","","",""
1301,sensor,-0.77,-1.33,-0.22,"","","","","","",""
1302,sensor,-0.94,-1.3,-0.35,"","","","","","",""
1303,sensor,-0.58,-1.05,-0.05,"","","","","","",""
1304,sensor,-0.36,-0.92,0.16,"","","","","","",""
1305,sensor,-1.24,-1.74,-0.76,"","","","","","",""
1306,sensor,-0.78,-1.18,-0.26,"","","","","","",""
1307,sensor,-1.46,-1.89,-0.98,"","","","","","",""
1308,sensor,-1.64,-2.29,-1.2,"","","","","","",""
1309,sensor,-1.02,-1.37,-0.38,"","","","","","",""
1310,sensor,-1.07,-1.57,-0.54,"","","","","","",""
1311,sensor,-1.4,-1.93,-0.79,"","","","","","",""
1312,sensor,-0.88,-1.27,-0.43,"","","","","","",""
1313,sensor,-1.84,-2.29,-1.15,"","","","","","",""
1314,sensor,-2.55,-3.1,-1.93,"","","","","","",""
1315,sensor,-0.94,-1.43,-0.34,"","","","","","",""
1316,sensor,-1,-1.58,-0.39,"","","","","","",""
1317,sensor,-1.31,-2.07,-0.35,"","","","","","",""
1318,sensor,-1.01,-1.41,-0.54,"","","","","","",""
1319,sensor,-0.76,-1.25,-0.31,"","","","","","",""
1320,sensor,-2.64,-3.12,-2.13,"","","","","","",""
1321,sensor,-1.15,-1.62,-0.54,"","","","","","",""
1322,sensor,-2.62,-3.16,-2.11,"","","","","","",""
1323,sensor,-1.8,-2.29,-1,"","","","","","",""
1324,sensor,-1.08,-1.48,-0.52,"","","","","","",""
1325,sensor,-1.06,-1.53,-0.52,"","","","","","",""
1326,sensor,-1.28,-1.89,-0.71,"","","","","","",""
1327,sensor,-0.37,-0.97,0.15,"","","","","","",""
1328,sensor,-1.26,-1.71,-0.75,"","","","","","",""
1329,sensor,-1.38,-1.69,-0.79,"","","","","","",""
1330,sensor,-1.42,-2.4,-0.55,"","","","","","",""
1331,sensor,-0.55,-1.17,-0.11,"","","","","","",""
1332,sensor,-1.6,-2.47,-1.12,"","","","","","",""
1333,sensor,-0.88,-1.35,-0.46,"","","","","","",""
1334,sensor,-0.43,-0.6,-0.2,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
1335,sensor,-1.04,-1.34,-0.81,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
1336,sensor,-0.09,-0.25,0.16,9,0.5-2 MW,T3,mono-Si,n-SHJ,Roof,FALSE
1337,nsrdb,-0.3,-0.64,0.1,9,< 0.5 MW,T3,mono-Si,n-IBC,Ground,TRUE
1338,nsrdb,-0.52,-0.95,-0.21,9,< 0.5 MW,T3,mono-Si,n-IBC,Ground,TRUE
1339,nsrdb,-1.18,-1.46,-0.85,9,< 0.5 MW,T3,mono-Si,n-IBC,Ground,TRUE
1340,sensor,0.91,-0.07,1.76,5,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1341,nsrdb,-0.68,-1.28,-0.18,5,< 0.5 MW,T4,mono-Si,n-SHJ,Roof,FALSE
1342,nsrdb,-0.82,-1.29,-0.38,10,< 0.5 MW,T4,mono-Si,n-SHJ,Roof,FALSE
1343,sensor,0.26,0.04,0.49,5,0.5-2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
1344,nsrdb,-1.83,-3.18,-0.87,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1345,sensor,-1.01,-1.83,-0.38,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1346,sensor,-4.05,-5.08,-3.32,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1347,sensor,-0.42,-1.25,0.22,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1348,sensor,-4,-5.26,-2.03,2,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
1349,sensor,-0.06,-0.4,0.29,4,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1350,sensor,-1.04,-1.34,-0.54,4,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1351,sensor,-0.17,-0.6,0.19,4,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1352,sensor,-0.48,-0.81,-0.13,4,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1353,sensor,-0.19,-0.78,0.36,4,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1354,sensor,-0.58,-0.9,-0.16,4,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1355,nsrdb,-0.39,-0.83,0.18,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
1356,nsrdb,-0.26,-0.66,0.25,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
1357,nsrdb,-0.01,-0.49,0.62,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1358,nsrdb,-0.66,-1.17,0.31,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1359,nsrdb,-0.18,-1.16,0.56,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1360,nsrdb,-0.68,-1.07,0.14,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1361,nsrdb,-0.9,-1.51,-0.23,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1362,nsrdb,-0.37,-0.96,0.5,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1363,nsrdb,-0.53,-1.16,0.24,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1364,nsrdb,-0.3,-0.85,0.5,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1365,nsrdb,-0.5,-1.13,0.77,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1366,nsrdb,-0.42,-1.15,0.08,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1367,nsrdb,-0.68,-1.21,-0.04,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1368,nsrdb,-0.28,-1.14,0.67,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1369,nsrdb,-0.18,-1.09,0.8,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1370,nsrdb,-0.16,-0.68,1.02,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1371,nsrdb,-0.33,-1.13,0.43,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1372,nsrdb,-0.43,-1.11,0.36,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1373,nsrdb,-0.94,-1.57,-0.18,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1374,nsrdb,-1.52,-2.49,-0.76,2,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
1375,sensor,0.17,-0.05,0.42,7,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
1376,nsrdb,-4.58,-5.04,-4.1,11,0.5-2 MW,T3,a-Si,a-Si,Roof,FALSE
1377,sensor,-2.06,-2.37,-1.85,13,0.5-2 MW,T3,a-Si,a-Si,Roof,FALSE
1378,sensor,-2.6,-2.83,-2.31,8,0.5-2 MW,T3,a-Si,a-Si,Roof,FALSE
1379,nsrdb,-1.14,-1.82,-0.33,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
1380,nsrdb,-0.29,-0.9,0.29,9,0.5-2 MW,T4,mono-Si,n-IBC,Roof,FALSE
1381,sensor,0.15,-0.11,0.36,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
1382,clearsky,0.02,0.16,0.53,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1383,clearsky,0.3,0.43,0.78,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
1384,sensor,-0.95,-1.11,-0.69,6,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
1385,sensor,-1.17,-1.44,-0.9,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
1386,sensor,-1.27,-1.67,-0.96,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
