_id,plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
4024,nsrdb,-1.28,-1.66,-0.91,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
4025,nsrdb,-0.94,-1.28,-0.6,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
4026,nsrdb,-1.16,-1.64,-0.74,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
4027,nsrdb,-0.97,-1.52,-0.63,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
4028,nsrdb,-0.98,-1.43,-0.64,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
4029,sensor,-1.7,-2.07,-1.44,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4030,nsrdb,-0.74,-1.14,-0.29,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4031,nsrdb,-1.19,-1.54,-0.7,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4032,nsrdb,-0.87,-1.26,-0.5,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4033,nsrdb,-0.65,-0.89,-0.23,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4034,nsrdb,-0.01,-0.47,0.52,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4035,nsrdb,-0.57,-1.1,0.04,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4036,nsrdb,-0.55,-1.03,-0.19,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4037,nsrdb,-0.76,-1.1,-0.37,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4038,nsrdb,-0.87,-1.2,-0.39,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4039,nsrdb,-0.57,-1.12,-0.23,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4040,nsrdb,-0.5,-0.81,-0.16,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4041,nsrdb,-0.65,-0.93,-0.2,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4042,nsrdb,-0.68,-1.02,-0.31,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4043,nsrdb,-0.13,-0.54,0.19,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4044,sensor,-0.62,-1,-0.33,5,< 0.5 MW,T3,mono-Si,Al-BSF,Roof,FALSE
4045,nsrdb,-1.63,-2.38,-1.06,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4046,nsrdb,-2.59,-3.51,-1.98,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4047,nsrdb,-1.36,-2,-0.82,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4048,nsrdb,-1.75,-2.31,-1.09,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4049,nsrdb,-0.14,-1.14,1.08,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4050,nsrdb,-2.17,-2.98,-1.44,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4051,nsrdb,-0.64,-1.37,0.04,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4052,nsrdb,-1.88,-2.54,-1.07,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4053,nsrdb,-1.13,-1.88,-0.18,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4054,nsrdb,-3.32,-4.13,-2.59,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4055,nsrdb,-0.32,-0.69,0.09,9,< 0.5 MW,T3,mono-Si,n-IBC,Ground,TRUE
4056,clearsky,-1.66,-1.99,-1.35,10,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
4057,sensor,0.33,0.19,0.53,5,> 2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4058,sensor,0.19,0.08,0.29,5,> 2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4059,sensor,0.33,0.18,0.44,5,> 2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4060,sensor,0.23,0.14,0.38,5,> 2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4061,sensor,0.27,0.16,0.42,5,> 2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4062,sensor,-0.94,-1.5,-0.23,3,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,TRUE
4063,sensor,0.47,-0.16,1.15,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4064,sensor,0.33,-0.09,1.02,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4065,nsrdb,0.17,-0.82,1.27,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4066,nsrdb,-0.32,-1.14,0.57,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4067,nsrdb,0.29,-0.83,1.31,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4068,nsrdb,-0.77,-1.54,0.24,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4069,sensor,0.49,0.15,0.93,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4070,sensor,-0.04,-0.29,0.21,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4071,sensor,-0.57,-0.81,-0.3,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4072,sensor,-0.6,-0.85,-0.36,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4073,sensor,-0.64,-0.94,-0.35,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4074,sensor,-0.89,-1.19,-0.67,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4075,sensor,0.14,-0.07,0.35,7,0.5-2 MW,T6,multi-Si,Al-BSF,Ground,FALSE
4076,sensor,-0.79,-1.79,0.42,2,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
4077,sensor,-0.15,-0.75,0.47,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4078,sensor,-0.72,-1.29,-0.12,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4079,sensor,0.23,-0.34,0.87,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4080,sensor,-0.56,-0.94,-0.16,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4081,nsrdb,-0.64,-1.01,-0.24,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
4082,clearsky,-0.11,-0.64,0.25,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4083,clearsky,0.32,-0.06,0.73,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4084,clearsky,-0.07,-0.54,0.37,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4085,clearsky,0.07,-0.34,0.4,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4086,clearsky,0.06,-0.4,0.45,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4087,clearsky,0.01,-0.32,0.32,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4088,clearsky,0.17,-0.24,0.6,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4089,clearsky,-0.02,-0.39,0.32,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4090,clearsky,0.47,0.13,0.94,8,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4091,clearsky,0.04,-0.34,0.38,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4092,clearsky,0.3,-0.1,0.69,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4093,clearsky,-0.07,-0.47,0.41,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4094,clearsky,0.27,-0.15,0.72,8,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4095,clearsky,-0.22,-0.54,0.25,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4096,clearsky,-0.08,-0.43,0.39,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4097,clearsky,0.21,-0.35,0.7,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4098,clearsky,0.03,-0.31,0.43,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4099,clearsky,-0.1,-0.44,0.33,7,0.5-2 MW,T3,mono-Si,n-IBC,Ground,TRUE
4100,sensor,-0.24,-0.38,-0.09,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
4101,sensor,-0.69,-0.84,-0.55,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
4102,sensor,-0.52,-0.7,-0.36,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
4103,sensor,-0.3,-0.77,0.26,7,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
4104,sensor,-0.49,-0.71,-0.32,7,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
4105,nsrdb,-0.03,-1.33,1.28,3,< 0.5 MW,T4,mono-Si,n-SHJ,Roof,FALSE
4106,sensor,-0.08,-0.74,0.49,3,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
4107,nsrdb,-1,-1.5,-0.57,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4108,nsrdb,-0.99,-1.32,-0.57,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4109,nsrdb,-0.72,-1.21,-0.2,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4110,sensor,-0.91,-1.26,-0.52,7,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
4111,nsrdb,-1.54,-2.44,-0.73,7,< 0.5 MW,T4,a-Si,a-Si,Roof,FALSE
4112,nsrdb,-0.4,-1.13,0.1,9,< 0.5 MW,T4,a-Si,a-Si,Roof,FALSE
4113,nsrdb,-0.57,-1.67,1.1,3,> 2 MW,T4,mono-Si,n-IBC,Ground,TRUE
4114,sensor,-0.6,-1,-0.2,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4115,sensor,-0.37,-0.8,0.08,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4116,sensor,-0.6,-1.03,-0.13,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4117,sensor,-0.3,-0.83,0.07,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4118,sensor,-0.63,-1.04,-0.17,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4119,sensor,-0.89,-1.22,-0.48,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4120,sensor,-0.65,-1.23,-0.12,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4121,sensor,-0.65,-1.12,-0.22,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4122,sensor,-0.46,-0.88,0.08,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4123,sensor,-0.33,-0.7,0.14,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4124,sensor,-0.43,-0.85,-0.08,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4125,sensor,-0.7,-0.93,-0.15,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4126,sensor,-0.43,-0.76,0,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4127,sensor,-0.27,-0.63,0.13,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4128,sensor,-0.37,-0.74,-0.1,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4129,sensor,-0.25,-0.58,0.19,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4130,sensor,-0.59,-0.97,-0.16,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4131,sensor,-0.47,-1.05,-0.05,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4132,sensor,-0.19,-0.6,0.13,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4133,sensor,-0.16,-0.72,0.1,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4134,sensor,-0.1,-0.48,0.52,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4135,sensor,-0.81,-1.18,-0.36,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
4136,sensor,-0.31,-0.46,-0.21,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4137,sensor,-0.39,-0.56,-0.24,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4138,sensor,-0.39,-0.55,-0.22,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4139,sensor,-0.47,-1.34,0.45,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4140,sensor,-0.78,-1.19,-0.37,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4141,sensor,-0.93,-1.34,-0.34,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4142,sensor,-0.32,-0.82,0.01,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4143,sensor,-0.77,-1.38,-0.37,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4144,sensor,-1.3,-1.71,-0.94,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4145,sensor,-0.47,-0.88,0.04,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4146,sensor,-0.87,-1.33,-0.27,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4147,sensor,-0.48,-0.93,-0.09,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4148,sensor,-0.85,-1.4,-0.4,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4149,sensor,-0.46,-0.97,-0.08,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4150,sensor,-1.27,-1.84,-0.72,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4151,sensor,-0.58,-0.96,-0.2,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4152,sensor,-0.87,-1.28,-0.45,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4153,sensor,-0.38,-0.67,0.03,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4154,sensor,-1.26,-1.57,-0.97,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4155,sensor,-1.18,-1.7,-0.78,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4156,sensor,-0.55,-1.14,0.01,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4157,sensor,-0.35,-0.84,0.08,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4158,sensor,-0.81,-1.49,-0.32,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4159,sensor,-0.59,-1.11,0,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4160,sensor,-0.57,-0.88,-0.18,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4161,sensor,-0.64,-1.17,-0.44,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4162,sensor,-0.9,-1.36,-0.3,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4163,sensor,-0.5,-0.97,-0.03,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4164,sensor,-0.27,-0.94,0.2,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4165,sensor,-0.66,-1.11,-0.33,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4166,sensor,-0.35,-0.87,0.14,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4167,sensor,-0.59,-1.03,-0.19,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4168,sensor,-0.64,-0.9,-0.08,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4169,sensor,-0.44,-0.88,-0.11,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4170,sensor,-0.74,-1.05,-0.23,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4171,sensor,-0.76,-1.12,-0.35,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4172,sensor,-0.84,-1.37,-0.43,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4173,sensor,-0.21,-0.61,0.28,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4174,sensor,-0.79,-1.17,-0.43,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4175,sensor,-0.48,-0.93,0.03,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
4176,sensor,-1.1,-1.5,-0.74,8,< 0.5 MW,T4,mono-Si,Al-BSF,Roof,FALSE
4177,sensor,-1.28,-1.76,-0.63,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4178,sensor,-1.93,-2.28,-1.44,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4179,sensor,0.03,-0.61,0.45,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4180,sensor,-1.48,-1.8,-1.09,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4181,sensor,-1.81,-2.24,-1.5,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4182,sensor,0.22,-0.21,0.71,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4183,sensor,-0.59,-0.82,-0.4,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4184,sensor,-0.6,-0.82,-0.41,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4185,sensor,-0.67,-0.94,-0.48,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4186,sensor,-1.21,-1.42,-1.04,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4187,sensor,-1.05,-1.28,-0.78,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4188,sensor,-0.84,-1.04,-0.64,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4189,sensor,-0.23,-0.5,0.02,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4190,sensor,-1.02,-1.49,-0.41,7,< 0.5 MW,T2,mono-Si,n-SHJ,Roof,FALSE
4191,sensor,-0.57,-1.3,0.07,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4192,sensor,-1.1,-1.6,-0.71,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4193,sensor,-0.82,-1.44,-0.48,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4194,sensor,-1.16,-1.59,-0.55,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4195,sensor,-1.66,-2.03,-1.13,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4196,sensor,-1.19,-1.5,-0.78,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4197,sensor,-0.84,-1.32,-0.25,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4198,sensor,-0.98,-1.46,-0.3,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4199,sensor,-1.35,-1.79,-0.98,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4200,sensor,-1,-1.58,-0.38,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4201,sensor,-1.5,-1.66,-1.31,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4202,sensor,-1.54,-1.79,-1.33,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4203,sensor,-1.58,-1.82,-1.33,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4204,sensor,-1.11,-1.49,-0.82,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4205,sensor,-1.76,-2.08,-1.46,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4206,sensor,-1.23,-1.35,-1.03,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
4207,nsrdb,-1.25,-2.21,0.76,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
4208,nsrdb,-1.49,-2.51,0.1,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
4209,sensor,-0.61,-0.74,-0.54,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4210,sensor,-0.13,-0.34,0.01,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4211,sensor,-0.85,-0.97,-0.74,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4212,sensor,-0.37,-0.52,-0.26,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4213,sensor,-0.59,-0.75,-0.45,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4214,sensor,-0.46,-0.57,-0.36,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4215,sensor,-0.42,-0.61,-0.17,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4216,sensor,-0.9,-1.04,-0.73,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4217,sensor,-1.1,-1.35,-0.85,8,< 0.5 MW,T6,multi-Si,Al-BSF,Roof,TRUE
4218,sensor,-1.06,-1.31,-0.83,8,< 0.5 MW,T6,multi-Si,Al-BSF,Roof,TRUE
4219,sensor,0.46,0.13,0.75,7,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
4220,sensor,-1.51,-1.83,-1.11,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4221,sensor,-0.26,-0.62,0.13,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4222,sensor,-0.56,-1.13,-0.02,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4223,sensor,-1.6,-1.84,-1.15,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4224,sensor,-0.43,-0.75,-0.14,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4225,sensor,-3.66,-4.13,-3.15,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4226,sensor,-1.21,-1.5,-0.89,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4227,sensor,-2.39,-3.21,-1.92,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4228,sensor,-1.76,-2.68,-1.08,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4229,sensor,-0.91,-1.55,-0.27,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4230,sensor,-2.17,-2.89,-1.59,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4231,sensor,-0.82,-1.63,-0.28,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4232,sensor,-2.32,-2.96,-1.66,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4233,sensor,-1.64,-2.36,-1.2,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4234,sensor,-3.48,-4.02,-2.89,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4235,sensor,-1.62,-2.25,-1.07,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4236,sensor,-1.99,-2.49,-1.24,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4237,sensor,-1.37,-1.68,-0.98,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
4238,sensor,-1.11,-1.35,-0.81,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4239,sensor,-1.04,-1.23,-0.9,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4240,sensor,-1.15,-1.36,-0.9,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4241,sensor,-1.01,-1.28,-0.78,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
4242,sensor,-0.89,-1.02,-0.76,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4243,sensor,-0.51,-0.73,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4244,sensor,-0.43,-0.61,-0.29,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4245,sensor,-0.44,-0.63,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4246,sensor,-0.9,-1.04,-0.73,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4247,sensor,-0.52,-0.69,-0.32,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4248,sensor,-0.83,-0.99,-0.63,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
4249,sensor,0.35,-0.03,0.95,5,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
4250,sensor,-0.36,-0.73,-0.12,3,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4251,nsrdb,-0.7,-0.91,-0.42,3,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4252,nsrdb,-0.67,-0.93,-0.48,3,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
4253,sensor,-0.14,-0.71,0.3,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
4254,clearsky,-0.73,-1.02,-0.38,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4255,clearsky,-1.5,-1.81,-1.19,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4256,clearsky,-1.73,-1.95,-1.42,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4257,clearsky,-1.25,-1.49,-0.98,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4258,clearsky,-0.88,-1.25,-0.65,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4259,clearsky,0.16,-0.21,0.6,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4260,clearsky,-0.08,-0.49,0.3,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4261,clearsky,-0.74,-1.21,-0.18,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4262,clearsky,-0.41,-0.68,-0.17,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4263,clearsky,0.06,-0.27,0.45,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4264,clearsky,-0.43,-0.74,0.02,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4265,clearsky,-0.8,-1.18,-0.53,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
4266,sensor,-1.32,-2.51,-0.33,4,> 2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
4267,sensor,-1.11,-1.33,-0.92,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
4268,sensor,-1.09,-1.37,-0.88,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
4269,sensor,-1.1,-1.37,-0.93,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
4270,sensor,-1.41,-1.64,-1.18,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
